,id_site,t,sens,nb_usagers,label,trajectoire,voie,id_trajectoire,coordonnees_geo,mode
182,10004,2021-09-08T11:00:00+00:00,O-E,372,[Paris] Rivoli x Nicolas Flamel,1 -> 1,Piste cyclable,10004_1 -> 1,"[48.858273, 2.349109]",Vélos
183,10004,2021-09-08T11:00:00+00:00,E-O,30,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",2 roues motorisées
184,10004,2021-09-08T13:00:00+00:00,E-O,32,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Trottinettes
185,10004,2021-09-08T13:00:00+00:00,E-O,9,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules lourds > 3,5t"
186,10004,2021-09-08T14:00:00+00:00,E-O,3,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
187,10004,2021-09-08T15:00:00+00:00,E-O,11,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",Trottinettes
188,10004,2021-09-08T16:00:00+00:00,O-E,4,[Paris] Rivoli x Nicolas Flamel,3 -> 2,Coronapiste,10004_3 -> 2,"[48.858273, 2.349109]",Trottinettes
189,10004,2021-09-08T17:00:00+00:00,E-O,1,[Paris] Rivoli x Nicolas Flamel,5 -> 2,Coronapiste,10004_5 -> 2,"[48.858273, 2.349109]",Vélos
190,10004,2021-09-08T17:00:00+00:00,E-O,261,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
191,10004,2021-09-08T18:00:00+00:00,E-O,9,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",2 roues motorisées
192,10004,2021-09-08T19:00:00+00:00,E-O,2,[Paris] Rivoli x Nicolas Flamel,5 -> 2,Coronapiste,10004_5 -> 2,"[48.858273, 2.349109]",2 roues motorisées
193,10004,2021-09-08T19:00:00+00:00,E-O,3,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",Trottinettes
194,10004,2021-09-08T20:00:00+00:00,E-O,73,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Vélos
195,10004,2021-09-08T21:00:00+00:00,E-O,2,[Paris] Rivoli x Nicolas Flamel,4 -> 3,Voie de circulation générale,10004_4 -> 3,"[48.858273, 2.349109]",Vélos
196,10004,2021-09-08T21:00:00+00:00,E-O,8,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",2 roues motorisées
197,10015,2021-09-08T07:00:00+00:00,N-S,95,[Paris] Amsterdam x Clichy,1 -> 1,Voie de circulation générale,10015_1 -> 1,"[48.883513, 2.327263]",2 roues motorisées
198,10015,2021-09-08T08:00:00+00:00,N-S,142,[Paris] Amsterdam x Clichy,1 -> 1,Voie de circulation générale,10015_1 -> 1,"[48.883513, 2.327263]","Véhicules légers < 3,5t"
199,10015,2021-09-08T09:00:00+00:00,S-N,1,[Paris] Amsterdam x Clichy,2 -> 2,Coronapiste,10015_2 -> 2,"[48.883513, 2.327263]","Véhicules légers < 3,5t"
200,10028,2022-02-09T17:00:00+00:00,O-E,231,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
201,10028,2022-02-09T19:00:00+00:00,O-E,122,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
202,10028,2022-02-09T20:00:00+00:00,O-E,23,[Paris] CF4 Poissonnière x Montmartre EST,2 -> 1,Piste cyclable,10028_2 -> 1,"[48.8714843, 2.3418311]",Trottinettes + vélos
203,10028,2022-02-09T20:00:00+00:00,O-E,73,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]",2 roues motorisées
204,10028,2022-02-09T21:00:00+00:00,O-E,3,[Paris] CF4 Poissonnière x Montmartre EST,1 -> 1,Voie de circulation générale,10028_1 -> 1,"[48.8714843, 2.3418311]","Véhicules lourds > 3,5t"
205,10029,2022-02-08T23:00:00+00:00,E-O,5,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
206,10029,2022-02-09T03:00:00+00:00,E-O,2,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
207,10029,2022-02-09T03:00:00+00:00,E-O,16,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
208,10029,2022-02-09T05:00:00+00:00,E-O,1,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
209,10029,2022-02-09T06:00:00+00:00,E-O,6,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
210,10029,2022-02-09T06:00:00+00:00,E-O,78,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
211,10029,2022-02-09T07:00:00+00:00,E-O,438,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
212,10029,2022-02-09T07:00:00+00:00,E-O,21,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
213,10029,2022-02-09T09:00:00+00:00,E-O,141,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
214,10029,2022-02-09T11:00:00+00:00,E-O,79,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",2 roues motorisées
215,10029,2022-02-09T13:00:00+00:00,E-O,19,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
216,10029,2022-02-09T14:00:00+00:00,E-O,616,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
217,10029,2022-02-09T16:00:00+00:00,E-O,8,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
218,10029,2022-02-09T16:00:00+00:00,E-O,6,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]",Autobus et autocars
219,10029,2022-02-09T18:00:00+00:00,E-O,454,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
220,10029,2022-02-09T20:00:00+00:00,E-O,6,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
221,10029,2022-02-09T20:00:00+00:00,E-O,2,[Paris] CF4 Poissonnière x Montmartre OUEST,2 -> 1,Voie de circulation générale,10029_2 -> 1,"[48.8714843, 2.341831]","Véhicules lourds > 3,5t"
222,10029,2022-02-09T21:00:00+00:00,E-O,4,[Paris] CF4 Poissonnière x Montmartre OUEST,3 -> 1,Piste cyclable,10029_3 -> 1,"[48.8714843, 2.341831]","Véhicules légers < 3,5t"
223,10029,2022-02-09T22:00:00+00:00,E-O,10,[Paris] CF4 Poissonnière x Montmartre OUEST,1 -> 1,Voie de circulation générale,10029_1 -> 1,"[48.8714843, 2.341831]",Trottinettes + vélos
224,10030,2022-02-08T23:00:00+00:00,S-N,1,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Trottinettes
225,10030,2022-02-09T02:00:00+00:00,N-S,4,[Paris] CF1 Rivoli x Sébastopol,4 -> 2,Piste cyclable,10030_4 -> 2,"[48.858628, 2.348208]",Trottinettes
226,10030,2022-02-09T04:00:00+00:00,S-N,7,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",2 roues motorisées
227,10030,2022-02-09T04:00:00+00:00,S-N,29,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]","Véhicules lourds > 3,5t"
228,10030,2022-02-09T05:00:00+00:00,S-N,3,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",Trottinettes
229,10030,2022-02-09T07:00:00+00:00,S-N,142,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]",2 roues motorisées
230,10030,2022-02-09T08:00:00+00:00,S-N,471,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]","Véhicules légers < 3,5t"
231,10030,2022-02-09T09:00:00+00:00,S-N,11,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Vélos
232,10030,2022-02-09T09:00:00+00:00,S-N,13,[Paris] CF1 Rivoli x Sébastopol,3 -> 2,Piste cyclable,10030_3 -> 2,"[48.858628, 2.348208]",Trottinettes
233,10030,2022-02-09T10:00:00+00:00,,11,,2 -> 2,,10030_2 -> 2,,Vélos
234,10030,2022-02-09T10:00:00+00:00,,1,,2 -> 2,,10030_2 -> 2,,2 roues motorisées
235,10030,2022-02-09T13:00:00+00:00,S-N,8,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]","Véhicules lourds > 3,5t"
236,10030,2022-02-09T15:00:00+00:00,S-N,265,[Paris] CF1 Rivoli x Sébastopol,1 -> 1,Voie de circulation générale,10030_1 -> 1,"[48.858628, 2.348208]","Véhicules légers < 3,5t"
237,10030,2022-02-09T16:00:00+00:00,S-N,17,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Vélos
238,10030,2022-02-09T17:00:00+00:00,S-N,5,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",Trottinettes
239,10030,2022-02-09T18:00:00+00:00,S-N,782,[Paris] CF1 Rivoli x Sébastopol,3 -> 2,Piste cyclable,10030_3 -> 2,"[48.858628, 2.348208]",Vélos
240,10030,2022-02-09T18:00:00+00:00,S-N,55,[Paris] CF1 Rivoli x Sébastopol,3 -> 2,Piste cyclable,10030_3 -> 2,"[48.858628, 2.348208]",Trottinettes
241,10030,2022-02-09T22:00:00+00:00,S-N,106,[Paris] CF1 Rivoli x Sébastopol,2 -> 1,Voie de circulation générale,10030_2 -> 1,"[48.858628, 2.348208]",2 roues motorisées
242,10004,2022-02-09T23:00:00+00:00,E-O,54,[Paris] Rivoli x Nicolas Flamel,2 -> 1,Piste cyclable,10004_2 -> 1,"[48.858273, 2.349109]",Vélos
243,10004,2022-02-09T23:00:00+00:00,E-O,2,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Trottinettes
244,10004,2022-02-10T00:00:00+00:00,E-O,21,[Paris] Rivoli x Nicolas Flamel,2 -> 1,Piste cyclable,10004_2 -> 1,"[48.858273, 2.349109]",Vélos
245,10004,2022-02-10T00:00:00+00:00,E-O,1,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Trottinettes
246,10004,2022-02-10T02:00:00+00:00,E-O,3,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Vélos
247,10004,2022-02-10T02:00:00+00:00,E-O,2,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",Autobus et autocars
248,10004,2022-02-10T04:00:00+00:00,E-O,53,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
249,10004,2022-02-10T05:00:00+00:00,O-E,8,[Paris] Rivoli x Nicolas Flamel,1 -> 1,Piste cyclable,10004_1 -> 1,"[48.858273, 2.349109]",Trottinettes
250,10004,2022-02-10T07:00:00+00:00,O-E,3,[Paris] Rivoli x Nicolas Flamel,3 -> 2,Coronapiste,10004_3 -> 2,"[48.858273, 2.349109]",Vélos
251,10004,2022-02-10T07:00:00+00:00,E-O,1,[Paris] Rivoli x Nicolas Flamel,5 -> 2,Coronapiste,10004_5 -> 2,"[48.858273, 2.349109]",2 roues motorisées
252,10004,2022-02-10T08:00:00+00:00,E-O,388,[Paris] Rivoli x Nicolas Flamel,2 -> 1,Piste cyclable,10004_2 -> 1,"[48.858273, 2.349109]",Vélos
253,10004,2022-02-10T08:00:00+00:00,E-O,16,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
254,10004,2022-02-10T09:00:00+00:00,E-O,30,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
255,10004,2022-02-10T10:00:00+00:00,E-O,4,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Autobus et autocars
256,10004,2022-02-10T10:00:00+00:00,E-O,245,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
257,10004,2022-02-10T10:00:00+00:00,E-O,7,[Paris] Rivoli x Nicolas Flamel,4 -> 3,Voie de circulation générale,10004_4 -> 3,"[48.858273, 2.349109]","Véhicules lourds > 3,5t"
258,10004,2022-02-10T11:00:00+00:00,E-O,15,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",2 roues motorisées
259,10004,2022-02-10T12:00:00+00:00,E-O,232,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
260,10004,2022-02-10T12:00:00+00:00,E-O,8,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]","Véhicules lourds > 3,5t"
261,10004,2022-02-10T13:00:00+00:00,E-O,42,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Vélos
262,10004,2022-02-10T14:00:00+00:00,E-O,6,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]",Autobus et autocars
263,10004,2022-02-10T16:00:00+00:00,O-E,339,[Paris] Rivoli x Nicolas Flamel,1 -> 1,Piste cyclable,10004_1 -> 1,"[48.858273, 2.349109]",Vélos
264,10004,2022-02-10T19:00:00+00:00,E-O,24,[Paris] Rivoli x Nicolas Flamel,4 -> 2,Coronapiste,10004_4 -> 2,"[48.858273, 2.349109]","Véhicules légers < 3,5t"
265,10004,2022-02-10T20:00:00+00:00,E-O,6,[Paris] Rivoli x Nicolas Flamel,5 -> 3,Voie de circulation générale,10004_5 -> 3,"[48.858273, 2.349109]",Vélos
266,10004,2022-02-10T20:00:00+00:00,E-O,1,[Paris] Rivoli x Nicolas Flamel,5 -> 2,Coronapiste,10004_5 -> 2,"[48.858273, 2.349109]",2 roues motorisées
267,10019,2022-02-10T02:00:00+00:00,SO-NE,1,[Paris] Quai de Valmy,1 -> 1,Voie de circulation générale,10019_1 -> 1,"[48.877338, 2.365016]","Véhicules légers < 3,5t"
268,10019,2022-02-10T05:00:00+00:00,SO-NE,5,[Paris] Quai de Valmy,1 -> 1,Voie de circulation générale,10019_1 -> 1,"[48.877338, 2.365016]",Trottinettes + vélos
269,10019,2022-02-10T05:00:00+00:00,NE-SO,40,[Paris] Quai de Valmy,2 -> 1,Voie de circulation générale,10019_2 -> 1,"[48.877338, 2.365016]",Trottinettes + vélos
270,10019,2022-02-10T09:00:00+00:00,SO-NE,2,[Paris] Quai de Valmy,1 -> 1,Voie de circulation générale,10019_1 -> 1,"[48.877338, 2.365016]","Véhicules lourds > 3,5t"
271,10019,2022-02-10T10:00:00+00:00,NE-SO,5,[Paris] Quai de Valmy,2 -> 1,Voie de circulation générale,10019_2 -> 1,"[48.877338, 2.365016]",2 roues motorisées
272,10019,2022-02-10T19:00:00+00:00,SO-NE,87,[Paris] Quai de Valmy,1 -> 1,Voie de circulation générale,10019_1 -> 1,"[48.877338, 2.365016]",Trottinettes + vélos
273,10019,2022-02-10T20:00:00+00:00,NE-SO,5,[Paris] Quai de Valmy,2 -> 1,Voie de circulation générale,10019_2 -> 1,"[48.877338, 2.365016]",2 roues motorisées
274,10020,2022-02-10T08:00:00+00:00,SO-NE,231,[Paris] Quai de Jemmapes,1 -> 1,Voie de circulation générale,10020_1 -> 1,"[48.875967, 2.364635]",Trottinettes + vélos
275,10020,2022-02-10T11:00:00+00:00,SO-NE,138,[Paris] Quai de Jemmapes,1 -> 1,Voie de circulation générale,10020_1 -> 1,"[48.875967, 2.364635]",Trottinettes + vélos
276,10020,2022-02-10T18:00:00+00:00,SO-NE,1,[Paris] Quai de Jemmapes,1 -> 1,Voie de circulation générale,10020_1 -> 1,"[48.875967, 2.364635]","Véhicules lourds > 3,5t"
277,10022,2022-02-09T23:00:00+00:00,E-O,9,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Trottinettes + vélos
278,10022,2022-02-10T02:00:00+00:00,E-O,6,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
279,10022,2022-02-10T06:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]",2 roues motorisées
280,10022,2022-02-10T06:00:00+00:00,O-E,1,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]","Véhicules lourds > 3,5t"
281,10022,2022-02-10T08:00:00+00:00,E-O,52,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",2 roues motorisées
282,10022,2022-02-10T13:00:00+00:00,O-E,2,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
283,10022,2022-02-10T15:00:00+00:00,E-O,6,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules lourds > 3,5t"
284,10022,2022-02-10T16:00:00+00:00,E-O,289,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
285,10022,2022-02-10T17:00:00+00:00,E-O,265,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
286,10022,2022-02-10T19:00:00+00:00,E-O,2,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules lourds > 3,5t"
287,10023,2022-02-10T04:00:00+00:00,E-O,7,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",2 roues motorisées
288,10023,2022-02-10T06:00:00+00:00,E-O,6,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
289,10023,2022-02-10T06:00:00+00:00,E-O,4,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]",2 roues motorisées
290,10023,2022-02-10T07:00:00+00:00,E-O,497,[Paris] CF318 Rivoli x Lobau,2 -> 1,Piste cyclable,10023_2 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
291,10023,2022-02-10T09:00:00+00:00,E-O,128,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
292,10023,2022-02-10T11:00:00+00:00,O-E,1,[Paris] CF318 Rivoli x Lobau,3 -> 1,Coronapiste,10023_3 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
293,10023,2022-02-10T12:00:00+00:00,O-E,273,[Paris] CF318 Rivoli x Lobau,1 -> 1,Piste cyclable,10023_1 -> 1,"[48.856949, 2.353837]",Trottinettes + vélos
294,10023,2022-02-10T12:00:00+00:00,E-O,2,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]","Véhicules lourds > 3,5t"
295,10023,2022-02-10T15:00:00+00:00,E-O,69,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
296,10023,2022-02-10T16:00:00+00:00,E-O,29,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]",2 roues motorisées
297,10023,2022-02-10T17:00:00+00:00,E-O,55,[Paris] CF318 Rivoli x Lobau,4 -> 1,Coronapiste,10023_4 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
298,10023,2022-02-10T17:00:00+00:00,E-O,145,[Paris] CF318 Rivoli x Lobau,5 -> 1,Voie de circulation générale,10023_5 -> 1,"[48.856949, 2.353837]","Véhicules légers < 3,5t"
299,10023,2022-02-10T17:00:00+00:00,O-E,13,[Paris] CF318 Rivoli x Lobau,1 -> 1,Piste cyclable,10023_1 -> 1,"[48.856949, 2.353837]",2 roues motorisées
300,10022,2022-06-12T22:00:00+00:00,O-E,75,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
301,10022,2022-06-12T23:00:00+00:00,E-O,8,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
302,10022,2022-06-12T23:00:00+00:00,E-O,121,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
303,10022,2022-06-13T00:00:00+00:00,O-E,45,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
304,10022,2022-06-13T00:00:00+00:00,E-O,10,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
305,10022,2022-06-13T05:00:00+00:00,E-O,20,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
306,10022,2022-06-13T05:00:00+00:00,E-O,59,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Autobus et autocars
307,10022,2022-06-13T10:00:00+00:00,O-E,402,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
308,10022,2022-06-13T11:00:00+00:00,E-O,39,[Paris] CF892 Rivoli x Bourdonnais,5 -> 3,Piste cyclable,10022_5 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
309,10022,2022-06-13T11:00:00+00:00,E-O,1,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]","Véhicules lourds > 3,5t"
310,10022,2022-06-13T13:00:00+00:00,O-E,9,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
311,10022,2022-06-13T15:00:00+00:00,E-O,65,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",2 roues motorisées
312,10022,2022-06-13T16:00:00+00:00,E-O,29,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",Trottinettes + vélos
313,10022,2022-06-13T16:00:00+00:00,E-O,246,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
314,10022,2022-06-13T16:00:00+00:00,E-O,55,[Paris] CF892 Rivoli x Bourdonnais,1 -> 1,Voie de circulation générale,10022_1 -> 1,"[48.859617, 2.344817]",2 roues motorisées
315,10022,2022-06-13T18:00:00+00:00,O-E,788,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
316,10022,2022-06-13T19:00:00+00:00,O-E,3,[Paris] CF892 Rivoli x Bourdonnais,2 -> 2,Coronapiste,10022_2 -> 2,"[48.859617, 2.344817]",Trottinettes + vélos
317,10022,2022-06-13T20:00:00+00:00,O-E,315,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]",Trottinettes + vélos
318,10022,2022-06-13T20:00:00+00:00,E-O,4,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
319,10022,2022-06-13T20:00:00+00:00,O-E,1,[Paris] CF892 Rivoli x Bourdonnais,4 -> 3,Piste cyclable,10022_4 -> 3,"[48.859617, 2.344817]","Véhicules légers < 3,5t"
320,10022,2022-06-13T21:00:00+00:00,E-O,4,[Paris] CF892 Rivoli x Bourdonnais,3 -> 2,Coronapiste,10022_3 -> 2,"[48.859617, 2.344817]",2 roues motorisées
